DIAG_PRINC,TOTAL_OCORRENCIAS,valor_total,idade_media,sexo_majoritario,total_masculino,total_feminino,total_ignorado,descricao_cid
C759,13,13743.18,55.46153846153846,Feminino,6,7,0,Neoplasia maligna de outras glandulas endocrinas e de estruturas relacionadas
K766,13,21758.339999999997,51.53846153846154,Masculino,7,6,0,Outras doencas do figado
C778,13,11984.24,50.23076923076923,Masculino,11,2,0,Neoplasia maligna secundaria e nao especificada dos ganglios linfaticos
D65 ,13,12983.39,56.53846153846154,Masculino,8,5,0,Coagulacao intravascular disseminada [sindrome de desfibrinacao]
M218,13,19086.68,36.53846153846154,Masculino,7,6,0,Outras deformidades adquiridas dos membros
I528,13,34391.33,69.3076923076923,Feminino,6,7,0,Outras afeccoes cardiacas em doencas classificadas em outra parte
T016,13,5075.55,47.07692307692308,Masculino,11,2,0,Ferimentos envolvendo multiplas regioes do corpo
B588,13,9566.34,40.53846153846154,Masculino,8,5,0,Toxoplasmose
G128,13,37919.9,33.76923076923077,Feminino,0,13,0,Atrofia muscular espinal e sindromes correlatas
J122,13,16107.33,41.69230769230769,Feminino,5,8,0,Pneumonia viral nao classificada em outra parte
P391,13,14214.72,12.076923076923077,Feminino,5,8,0,Outras infeccoes especificas do periodo perinatal
S559,13,8410.32,44.76923076923077,Masculino,10,3,0,Traumatismo de vasos sanguineos ao nivel do antebraco
D694,13,15448.839999999998,37.30769230769231,Masculino,9,4,0,Purpura e outras afeccoes hemorragicas
O035,13,5282.95,28.076923076923077,Feminino,0,13,0,Aborto espontaneo
M089,13,19537.7,18.23076923076923,Feminino,3,10,0,Artrite juvenil
D151,13,272572.39,63.69230769230769,Masculino,9,4,0,Neoplasia benigna de outros orgaos intratoracicos e dos nao especificados
N760,13,5437.84,32.0,Feminino,0,13,0,Outras afeccoes inflamatorias da vagina e da vulva
C764,13,15844.02,62.84615384615385,Feminino,4,9,0,Neoplasia maligna de outras localizacoes e de localizacoes mal definidas
Q225,13,307559.87,54.76923076923077,Feminino,6,7,0,Malformacoes congenitas das valvas pulmonar e tricuspide
G319,13,30045.43,57.61538461538461,Masculino,9,4,0,Outras doencas degenerativas do sistema nervoso nao classificadas em outra parte
M532,13,76622.76000000001,57.46153846153846,Masculino,7,6,0,Outras dorsopatias nao classificadas em outra parte
Q381,13,4456.76,4.846153846153846,Masculino,11,2,0,"Outras malformacoes congenitas da lingua, da boca e da faringe"
S140,13,20899.02,53.15384615384615,Masculino,8,5,0,Traumatismo de nervos e da medula espinhal ao nivel cervical
S980,13,11596.52,60.84615384615385,Masculino,10,3,0,Amputacao traumatica do tornozelo e do pe
R072,12,2483.74,57.5,Masculino,7,5,0,Dor de garganta e no peito
C399,12,21874.94,65.75,Feminino,5,7,0,Neoplasia maligna de outras localizacoes e de localizacoes mal definidas do aparelho respiratorio e dos orgaos intratoracicos
C817,12,20388.69,41.0,Masculino,8,4,0,Doenca de Hodgkin
P749,12,26176.449999999997,1.5833333333333333,Masculino,6,6,0,Outros disturbios eletroliticos e metabolicos transitorios do periodo neonatal
D411,12,36832.25,63.916666666666664,Masculino,8,4,0,Neoplasia de comportamento incerto ou desconhecido dos orgaos urinarios
G378,12,22946.95,61.75,Feminino,4,8,0,Outras doencas desmielinizantes do sistema nervoso central
P290,12,64354.34,0.9166666666666666,Masculino,7,5,0,Transtornos cardiovasculares originados no periodo perinatal
D226,12,5954.07,62.666666666666664,Masculino,6,6,0,Nevos melanociticos
H262,12,13916.9,57.5,Masculino,6,6,0,Outras cataratas
G619,12,29253.43,49.5,Feminino,4,8,0,Polineuropatia inflamatoria
Q542,12,8449.27,4.083333333333333,Masculino,12,0,0,Hipospadias
I26 ,12,13634.25,66.25,Masculino,6,6,0,Embolia pulmonar
C783,12,8515.98,70.66666666666667,Masculino,8,4,0,Neoplasia maligna secundaria dos orgaos respiratorios e digestivos
C751,12,80716.13,49.416666666666664,Feminino,5,7,0,Neoplasia maligna de outras glandulas endocrinas e de estruturas relacionadas
C97 ,12,16460.3,65.25,Feminino,5,7,0,Neoplasias malignas de localizacoes multiplas independentes (primarias)
S067,12,67193.85,54.25,Masculino,11,1,0,Traumatismo intracraniano
D163,12,8530.81,43.166666666666664,Feminino,4,8,0,Neoplasia benigna de osso e de cartilagem articular
P510,12,15915.92,2.5833333333333335,Masculino,7,5,0,Hemorragia umbilical do recem-nascido
T112,12,6790.75,31.5,Feminino,2,10,0,"Outros traumatismos de membro superior, nivel nao especificado"
I062,12,250915.52,58.083333333333336,Masculino,9,3,0,Doencas reumaticas da valva aortica
M939,12,19081.92,17.833333333333332,Masculino,8,4,0,Outras osteocondropatias
J383,12,25471.02,20.916666666666668,Feminino,4,8,0,Doencas das cordas vocais e da laringe nao classificadas em outra parte
A638,12,8853.869999999999,28.25,Masculino,7,5,0,"Outras doencas de transmissao predominantemente sexual, nao classificadas em outra parte"
G935,12,12340.630000000001,46.166666666666664,Masculino,6,6,0,Outros transtornos do encefalo
Q360,12,14188.69,8.833333333333334,Masculino,7,5,0,Fenda labial
S542,12,16729.75,47.083333333333336,Masculino,10,2,0,Traumatismo de nervos ao nivel do antebraco
C945,12,227570.04,54.333333333333336,Masculino,10,2,0,Outras leucemias de celulas de tipo especificado
B169,12,10681.599999999999,54.666666666666664,Masculino,9,3,0,Hepatite aguda B
N920,12,3406.24,41.833333333333336,Feminino,0,12,0,"Menstruacao excessiva, frequente e irregular"
Z359,12,7175.22,29.25,Feminino,0,12,0,Supervisao de gravidez de alto risco
J64 ,12,12967.44,58.75,Masculino,7,5,0,Pneumoconiose nao especificada
B084,12,2357.04,3.5,Feminino,4,8,0,"Outras infeccoes virais caracterizadas por lesoes da pele e das membranas mucosas, nao classificadas em outra parte"
F21 ,12,11265.85,40.583333333333336,Masculino,8,4,0,Transtorno esquizotipico
K451,12,67714.06999999999,50.833333333333336,Feminino,3,9,0,Outras hernias abdominais
P012,12,23904.43,0.3333333333333333,Feminino,5,7,0,Feto e recem-nascido afetados por complicacoes maternas da gravidez
K915,12,13415.28,46.083333333333336,Feminino,1,11,0,"Transtornos do aparelho digestivo pos-procedimentos, nao classificados em outra parte"
S275,12,105736.36,33.583333333333336,Masculino,7,5,0,Traumatismo de outros orgaos intratoracicos e dos nao especificados
M059,12,7574.179999999999,54.833333333333336,Feminino,4,8,0,Artrite reumatoide soro-positiva
Q658,12,17511.35,26.583333333333332,Masculino,6,6,0,Malformacoes congenitas do quadril
T373,12,12627.28,30.666666666666668,Feminino,5,7,0,Intoxicacao por outras substancias antiinfecciosas ou antiparasitarias sistemicas
O051,12,2432.76,28.0,Feminino,0,12,0,Outros tipos de aborto
M220,12,16531.21,29.416666666666668,Masculino,7,5,0,Transtornos da rotula [patela]
C461,12,17519.57,57.25,Masculino,6,6,0,Sarcoma de Kaposi
S562,12,11074.2,46.666666666666664,Masculino,10,2,0,Traumatismo do musculo e tendao ao nivel do antebraco
Q353,12,15411.96,5.25,Feminino,5,7,0,Fenda palatina
S781,12,38487.31,56.166666666666664,Masculino,9,3,0,Amputacao traumatica do quadril e da coxa
F131,12,8814.92,47.25,Feminino,2,10,0,Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnoticos
C579,12,17605.22,58.0,Feminino,0,12,0,Neoplasia maligna de outros orgaos genitais femininos e dos nao especificados
B188,12,5225.67,46.916666666666664,Masculino,9,3,0,Hepatite viral cronica
Q230,12,215890.72,40.416666666666664,Masculino,8,4,0,Malformacoes congenitas das valvas aortica e mitral
O223,12,3976.53,32.0,Feminino,0,12,0,Complicacoes venosas na gravidez
D032,12,12926.27,65.75,Masculino,8,4,0,Melanoma in situ
T959,12,22265.510000000002,44.5,Masculino,7,5,0,"Sequelas de queimaduras, corrosoes e geladuras"
N608,12,11996.68,43.416666666666664,Feminino,1,11,0,Displasias mamarias benignas
S378,12,13751.4,33.416666666666664,Masculino,7,5,0,Traumatismo do aparelho urinario e de orgaos pelvicos
P000,12,102452.79,2.0833333333333335,Feminino,2,10,0,"Feto e recem-nascido afetados por afeccoes maternas, nao obrigatoriamente relacionadas com a gravidez atual"
K511,12,6340.27,53.75,Masculino,7,5,0,Colite ulcerativa
B378,12,8646.2,58.333333333333336,Masculino,6,6,0,Candidiase
M502,12,67510.2,53.5,Masculino,7,5,0,Transtornos dos discos cervicais
M300,12,11055.36,55.333333333333336,Masculino,6,6,0,Poliarterite nodosa e afeccoes correlatas
O900,12,5410.79,32.25,Feminino,0,12,0,Complicacoes do puerperio nao classificadas em outra parte
F018,12,4921.1,63.416666666666664,Feminino,3,9,0,Demencia vascular
H159,12,3990.35,58.083333333333336,Masculino,6,6,0,Transtornos da esclerotica
S298,12,31282.25,44.166666666666664,Masculino,10,2,0,Outros traumatismos do torax e os nao especificados
S332,12,44878.770000000004,43.916666666666664,Masculino,8,4,0,"Luxacao, entorse ou distensao das articulacoes e dos ligamentos da coluna lombar e da pelve"
R048,12,12084.37,46.916666666666664,Masculino,8,4,0,Hemorragia das vias respiratorias
G934,12,17466.440000000002,58.75,Masculino,8,4,0,Outros transtornos do encefalo
A179,12,26522.26,42.416666666666664,Masculino,8,4,0,Tuberculose do sistema nervoso
O359,12,12507.82,26.25,Feminino,0,12,0,"Assistencia prestada a mae por anormalidade e lesao fetais, conhecidas ou suspeitadas"
O06 ,12,3339.94,30.083333333333332,Feminino,0,12,0,Aborto nao especificado
D477,12,27691.82,58.833333333333336,Feminino,5,7,0,"Outras neoplasias de comportamento incerto ou desconhecido dos tecidos linfatico, hematopoetico e tecidos correlatos"
Q059,12,37999.56,2.5,Masculino,6,6,0,Espinha bifida
T631,12,12128.41,53.0,Masculino,8,4,0,Efeito toxico de contato com animais venenosos
C792,12,11869.57,64.58333333333333,Masculino,6,6,0,Neoplasia maligna secundaria de outras localizacoes
J019,12,21928.96,29.5,Masculino,6,6,0,Sinusite aguda
C103,12,23733.83,59.166666666666664,Masculino,9,3,0,Neoplasia maligna da orofaringe
Q641,12,82368.73000000001,26.0,Feminino,5,7,0,Outras malformacoes congenitas do aparelho urinario
I715,12,185026.55,70.58333333333333,Masculino,7,5,0,Aneurisma e disseccao da aorta
F22 ,12,17554.69,47.916666666666664,Masculino,6,6,0,Transtornos delirantes persistentes
M650,12,4617.46,52.583333333333336,Masculino,7,5,0,Sinovite e tenossinovite
G708,12,28907.379999999997,41.75,Masculino,8,4,0,Miastenia gravis e outros transtornos neuromusculares
K81 ,12,14176.960000000001,54.833333333333336,Feminino,3,9,0,Colecistite
B451,12,14601.17,41.083333333333336,Masculino,9,3,0,Criptococose
J628,12,5359.25,63.583333333333336,Masculino,12,0,0,Pneumoconiose devida a poeira que contenham silica
T58 ,12,26734.89,23.666666666666668,Masculino,6,6,0,Efeito toxico do monoxido de carbono
N429,12,10859.630000000001,70.66666666666667,Masculino,12,0,0,Outras afeccoes da prostata
J432,12,12918.5,72.75,Masculino,6,6,0,Enfisema
O266,11,8564.73,29.09090909090909,Feminino,0,11,0,Assistencia materna por outras complicacoes ligadas predominantemente a gravidez
Q749,11,11216.810000000001,35.45454545454545,Masculino,7,4,0,Outras malformacoes congenitas dos membros
M340,11,18672.59,51.45454545454545,Masculino,7,4,0,Esclerose sistemica
M16 ,11,83263.74,67.36363636363636,Masculino,6,5,0,Coxartrose [artrose do quadril]
F010,11,3650.66,55.0,Masculino,7,4,0,Demencia vascular
C784,11,7759.2699999999995,65.9090909090909,Masculino,6,5,0,Neoplasia maligna secundaria dos orgaos respiratorios e digestivos
B440,11,7441.53,28.0,Masculino,10,1,0,Aspergilose
C692,11,7197.01,13.181818181818182,Masculino,8,3,0,Neoplasia maligna do olho e anexos
T479,11,4629.59,42.27272727272727,Feminino,3,8,0,Intoxicacao por substancias que atuam primariamente sobre o aparelho gastrointestinal
M54 ,11,1967.43,57.27272727272727,Feminino,5,6,0,Dorsalgia
C469,11,8263.88,61.36363636363637,Masculino,7,4,0,Sarcoma de Kaposi
F848,11,12348.24,19.272727272727273,Masculino,7,4,0,Transtornos globais do desenvolvimento
F60 ,11,9887.9,32.81818181818182,Feminino,4,7,0,Transtornos especificos da personalidade
J43 ,11,7926.59,68.45454545454545,Masculino,8,3,0,Enfisema
Q670,11,5049.29,55.54545454545455,Feminino,0,11,0,"Deformidades osteomusculares congenitas da cabeca, da face, da coluna e do torax"
B953,11,48351.61,43.27272727272727,Masculino,7,4,0,Estreptococos e estafilococos como causa de doencas classificadas em outros capitulos
Q688,11,6860.34,11.818181818181818,Masculino,9,2,0,Outras deformidades osteomusculares congenitas
A069,11,4120.95,24.818181818181817,Masculino,6,5,0,Amebiase
C030,11,42536.25,63.0,Feminino,4,7,0,Neoplasia maligna da gengiva
L139,11,5678.83,41.81818181818182,Masculino,6,5,0,Outras afeccoes bolhosas
F115,11,4003.39,37.90909090909091,Feminino,5,6,0,Transtornos mentais e comportamentais devidos ao uso de opiaceos
A390,11,20041.19,40.90909090909091,Masculino,8,3,0,Infeccao meningogocica
E128,11,4798.31,62.63636363636363,Masculino,8,3,0,Diabetes mellitus relacionado com a desnutricao
S058,11,18215.899999999998,46.72727272727273,Masculino,8,3,0,Traumatismo do olho e da orbita ocular
B573,11,45538.2,58.54545454545455,Masculino,6,5,0,Doenca de Chagas
D17 ,11,6114.3,60.27272727272727,Masculino,7,4,0,Neoplasia lipomatosa benigna
K263,11,12276.82,63.0,Feminino,4,7,0,Ulcera duodenal
G941,11,39333.479999999996,30.90909090909091,Masculino,7,4,0,Outros transtornos do encefalo em doencas classificadas em outra parte
R462,11,1033.16,53.54545454545455,Feminino,2,9,0,Sintomas e sinais relativos a aparencia e ao comportamento
I69 ,11,13296.95,78.36363636363636,Feminino,4,7,0,Sequelas de doencas cerebrovasculares
H053,11,11609.34,33.90909090909091,Masculino,8,3,0,Transtornos da orbita
Q548,11,4805.0,7.636363636363637,Masculino,11,0,0,Hipospadias
M503,11,30546.12,49.18181818181818,Masculino,6,5,0,Transtornos dos discos cervicais
H368,11,38370.08,2.6363636363636362,Masculino,6,5,0,Transtornos da retina em doencas classificadas em outra parte
A180,11,24574.34,44.90909090909091,Masculino,8,3,0,Tuberculose de outros orgaos
L930,11,4673.32,36.90909090909091,Feminino,0,11,0,Lupus eritematoso
R000,11,5226.169999999999,48.54545454545455,Feminino,5,6,0,Anormalidades do batimento cardiaco
C062,11,32380.559999999998,58.63636363636363,Feminino,5,6,0,Neoplasia maligna de outras partes e de partes nao especificadas da boca
S83 ,11,22197.78,39.45454545454545,Masculino,7,4,0,"Luxacao, entorse e distensao das articulacoes e dos ligamentos do joelho"
D227,11,5725.04,57.72727272727273,Feminino,2,9,0,Nevos melanociticos
C887,11,19084.64,55.90909090909091,Masculino,8,3,0,Doencas imunoproliferativas malignas
J018,11,11534.95,39.27272727272727,Masculino,7,4,0,Sinusite aguda
P350,11,38775.5,4.363636363636363,Masculino,8,3,0,Doencas virais congenitas
S350,11,19445.84,58.54545454545455,Masculino,7,4,0,"Traumatismo de vasos sanguineos ao nivel do abdome, do dorso e da pelve"
F152,11,4592.0,34.90909090909091,Masculino,9,2,0,"Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeina"
H449,11,6809.78,55.72727272727273,Masculino,10,1,0,Transtornos do globo ocular
I068,11,303335.91,52.0,Masculino,9,2,0,Doencas reumaticas da valva aortica
T398,11,11207.48,28.09090909090909,Feminino,4,7,0,"Intoxicacao por analgesicos, antipireticos e anti-reumaticos nao-opiaceos"
L02 ,11,5042.33,45.72727272727273,Feminino,4,7,0,"Abscesso cutaneo, furunculo e antraz"
J679,11,13940.44,61.81818181818182,Masculino,6,5,0,Pneumonite de hipersensibilidade devida a poeiras organicas
S42 ,11,11677.35,43.0,Masculino,6,5,0,Fratura do ombro e do braco
N042,11,4917.9400000000005,43.36363636363637,Masculino,7,4,0,Sindrome nefrotica
M708,11,11442.52,43.63636363636363,Masculino,7,4,0,"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressao"
H471,11,11634.23,38.18181818181818,Feminino,5,6,0,Outros transtornos do nervo optico e das vias opticas
A929,11,2435.54,19.363636363636363,Masculino,10,1,0,Outras febres virais transmitidas por mosquitos
O622,11,10795.21,35.81818181818182,Feminino,0,11,0,Anormalidades da contracao uterina
A060,11,3867.22,36.09090909090909,Feminino,5,6,0,Amebiase
N895,11,2874.74,44.09090909090909,Feminino,0,11,0,Outros transtornos nao-inflamatorios da vagina
J010,11,9153.05,36.27272727272727,Feminino,5,6,0,Sinusite aguda
I288,11,72832.59,55.27272727272727,Feminino,2,9,0,Outras doencas dos vasos pulmonares
E899,11,5140.88,63.27272727272727,Feminino,4,7,0,"Transtornos endocrinos e metabolicos pos-procedimentos, nao classificados em outra parte"
A192,11,22463.19,52.81818181818182,Masculino,9,2,0,Tuberculose miliar
C822,11,96479.55,56.81818181818182,Feminino,4,7,0,"Linfoma nao-Hodgkin, folicular (nodular)"
Q390,11,69585.19,26.0,Masculino,9,2,0,Malformacoes congenitas do esofago
I089,11,79961.45,56.18181818181818,Masculino,8,3,0,Doencas de multiplas valvas
O840,11,7787.679999999999,30.90909090909091,Feminino,0,11,0,Parto multiplo
K513,11,6289.570000000001,44.09090909090909,Feminino,4,7,0,Colite ulcerativa
G479,11,3559.33,37.27272727272727,Feminino,5,6,0,Disturbios do sono
Q656,11,10288.63,53.45454545454545,Masculino,7,4,0,Malformacoes congenitas do quadril
R230,11,1865.6799999999998,14.636363636363637,Masculino,7,4,0,Outras alteracoes cutaneas
O719,11,2544.4700000000003,26.09090909090909,Feminino,0,11,0,Outros traumatismos obstetricos
I088,11,169495.57,58.90909090909091,Masculino,6,5,0,Doencas de multiplas valvas
Q35 ,11,16836.16,8.090909090909092,Feminino,5,6,0,Fenda palatina
I721,11,24571.5,53.90909090909091,Feminino,3,8,0,Outros aneurismas
T316,11,147643.95,25.181818181818183,Masculino,9,2,0,Queimaduras classificadas segundo a extensao da superficie corporal atingida
F139,11,3603.99,37.54545454545455,Feminino,5,6,0,Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnoticos
C957,11,45414.34,50.09090909090909,Feminino,5,6,0,Leucemia de tipo celular nao especificado
N318,11,5660.61,54.72727272727273,Masculino,8,3,0,Disfuncoes neuromusculares da bexiga nao classificados em outra parte
I00 ,11,7388.25,22.454545454545453,Masculino,6,5,0,Febre reumatica sem mencao de comprometimento do coracao
L303,11,2984.43,14.363636363636363,Masculino,6,5,0,Outras dermatites
L958,11,9372.04,55.09090909090909,Masculino,6,5,0,Vasculite limitada a pele nao classificadas em outra parte
J668,11,12829.560000000001,58.72727272727273,Masculino,6,5,0,Doencas das vias aereas devida a poeiras organicas especificas
F181,11,6240.0,33.81818181818182,Masculino,8,3,0,Transtornos mentais e comportamentais devidos ao uso de solventes volateis
M870,11,20225.16,50.09090909090909,Masculino,7,4,0,Osteonecrose
S558,11,9339.22,37.18181818181818,Masculino,10,1,0,Traumatismo de vasos sanguineos ao nivel do antebraco
N993,11,3987.47,71.0909090909091,Feminino,0,11,0,Transtornos do trato geniturinario pos-procedimentos nao classificados em outra parte
E848,11,8651.16,24.09090909090909,Masculino,6,5,0,Fibrose cistica
Q218,11,174481.45,4.0,Masculino,8,3,0,Malformacoes congenitas dos septos cardiacos
N280,10,15735.759999999998,54.9,Feminino,1,9,0,Outros transtornos do rim e do ureter nao classificado em outra parte
I850,10,77099.95,55.4,Feminino,4,6,0,Varizes esofagianas
E211,10,23233.48,34.7,Masculino,6,4,0,Hiperparatireoidismo e outros transtornos da glandula paratireoide
D71 ,10,28151.390000000003,47.2,Feminino,3,7,0,Transtornos funcionais dos neutrofilos polimorfonucleares
S450,10,35443.44,51.1,Masculino,9,1,0,Traumatismo dos vasos sanguineos ao nivel do ombro e do braco
S198,10,13802.99,48.1,Masculino,8,2,0,Outros traumatismos do pescoco e os nao especificados
S540,10,10111.4,46.3,Masculino,5,5,0,Traumatismo de nervos ao nivel do antebraco
C570,10,6923.58,44.0,Feminino,0,10,0,Neoplasia maligna de outros orgaos genitais femininos e dos nao especificados
B082,10,1902.69,11.4,Masculino,7,3,0,"Outras infeccoes virais caracterizadas por lesoes da pele e das membranas mucosas, nao classificadas em outra parte"
J341,10,11359.220000000001,42.4,Feminino,4,6,0,Outros transtornos do nariz e dos seios paranasais
F349,10,8839.72,33.5,Feminino,2,8,0,Transtornos de humor [afetivos] persistentes
S071,10,11931.62,37.7,Masculino,7,3,0,Lesoes por esmagamento da cabeca
T543,10,14946.539999999999,29.1,Masculino,7,3,0,Efeito toxico de corrosivos
G528,10,16223.93,48.8,Masculino,7,3,0,Transtornos de outros nervos cranianos
T149,10,3121.7,57.1,Masculino,7,3,0,Traumatismo de regiao nao especificada do corpo
K317,10,6123.12,62.6,Masculino,5,5,0,Outras doencas do estomago e do duodeno
D611,10,26825.88,52.9,Feminino,3,7,0,Outras anemias aplasticas
D214,10,4368.0,48.5,Masculino,7,3,0,Outras neoplasias benignas do tecido conjuntivo e de outros tecidos moles
S550,10,7791.27,42.4,Masculino,9,1,0,Traumatismo de vasos sanguineos ao nivel do antebraco
G951,10,11743.34,55.4,Masculino,5,5,0,Outras doencas da medula espinal
S366,10,21910.88,40.1,Masculino,9,1,0,Traumatismo de orgaos intra-abdominais
O03 ,10,2537.48,28.9,Feminino,0,10,0,Aborto espontaneo
N999,10,14938.630000000001,34.4,Feminino,0,10,0,Transtornos do trato geniturinario pos-procedimentos nao classificados em outra parte
T478,10,2051.7799999999997,38.7,Feminino,2,8,0,Intoxicacao por substancias que atuam primariamente sobre o aparelho gastrointestinal
O757,10,5777.36,29.3,Feminino,0,10,0,Outras complicacoes do trabalho de parto e do parto nao classificadas em outra parte
D460,10,11570.06,58.6,Feminino,3,7,0,Sindromes mielodisplasicas
B232,10,30576.37,50.7,Feminino,4,6,0,Doenca pelo virus da imunodeficiencia humana [HIV] resultando em outras doencas
T286,10,8687.01,3.0,Masculino,8,2,0,Queimadura e corrosao de outros orgaos internos
O879,10,2770.2400000000002,30.3,Feminino,0,10,0,Complicacoes venosas no puerperio
D129,10,8450.83,57.4,Feminino,4,6,0,"Neoplasia benigna do colon, reto, canal anal e anus"
C24 ,10,12786.5,62.1,Masculino,8,2,0,"Neoplasia maligna de outras partes, e de partes nao especificadas das vias biliares"
B582,10,27816.379999999997,41.2,Masculino,5,5,0,Toxoplasmose
Q444,10,14270.580000000002,35.5,Feminino,3,7,0,"Malformacoes congenitas da vesicula biliar, das vias biliares e do figado"
K600,10,4381.84,53.1,Masculino,5,5,0,Fissura e fistula das regioes anal e retal
Q627,10,14043.68,5.9,Feminino,4,6,0,Anomalias congenitas obstrutivas da pelve renal e malformacoes congenitas do ureter
Q790,10,62475.09,24.0,Feminino,1,9,0,Malformacoes congenitas do sistema osteomuscular nao classificadas em outra parte
C009,10,23838.829999999998,65.1,Masculino,6,4,0,Neoplasia maligna do labio
E349,10,11515.36,33.8,Feminino,3,7,0,Outros transtornos endocrinos
G810,10,33779.16,61.2,Masculino,5,5,0,Hemiplegia
M315,10,7123.04,59.0,Masculino,7,3,0,Outras vasculopatias necrotizantes
C781,10,17885.67,59.6,Masculino,6,4,0,Neoplasia maligna secundaria dos orgaos respiratorios e digestivos
D033,10,6733.57,54.3,Masculino,5,5,0,Melanoma in situ
O861,10,2381.15,27.2,Feminino,0,10,0,Outras infeccoes puerperais
K57 ,10,4250.62,61.6,Masculino,8,2,0,Doenca diverticular do intestino
C089,10,6152.18,56.3,Masculino,5,5,0,Neoplasia maligna de outras glandulas salivares maiores e as nao especificadas
C004,10,10870.22,56.1,Masculino,6,4,0,Neoplasia maligna do labio
D738,10,22179.71,38.9,Feminino,4,6,0,Doencas do baco
S867,10,12095.58,40.5,Masculino,8,2,0,Traumatismos de musculo e de tendao ao nivel da perna
T222,10,12666.48,27.7,Masculino,8,2,0,"Queimadura e corrosao do ombro e membro superior, exceto punho e mao"
M892,10,15976.460000000001,25.1,Masculino,6,4,0,Outros transtornos osseos
D020,10,4560.33,44.0,Masculino,8,2,0,Carcinoma in situ do ouvido medio e do aparelho respiratorio
H440,10,6812.05,59.6,Masculino,5,5,0,Transtornos do globo ocular
B205,10,9947.42,45.2,Masculino,5,5,0,"Doenca pelo virus da imunodeficiencia humana [HIV], resultando em doencas infecciosas e parasitarias"
O260,10,6787.06,29.6,Feminino,0,10,0,Assistencia materna por outras complicacoes ligadas predominantemente a gravidez
Q063,10,43717.5,4.6,Masculino,6,4,0,Outras malformacoes congenitas da medula espinhal
Q676,10,27747.02,19.7,Masculino,8,2,0,"Deformidades osteomusculares congenitas da cabeca, da face, da coluna e do torax"
C831,10,126685.17,58.3,Masculino,8,2,0,Linfoma nao-Hodgkin difuso
M995,10,57514.39,52.9,Feminino,4,6,0,Lesoes biomecanicas nao classificadas em outra parte
A020,10,4846.26,38.3,Masculino,5,5,0,Outras infeccoes por Salmonella
O323,10,6987.32,23.9,Feminino,0,10,0,"Assistencia prestada a mae por motivo de apresentacao anormal, conhecida ou suspeitada, do feto"
S898,10,27361.420000000002,66.7,Masculino,8,2,0,Outros traumatismos e os nao especificados da perna
A040,10,4378.32,38.1,Feminino,3,7,0,Outras infeccoes intestinais bacterianas
P59 ,10,5298.94,3.7,Masculino,5,5,0,Ictericia neonatal devida a outras causas e as nao especificadas
D64 ,10,3559.42,59.8,Feminino,2,8,0,Outras anemias
K931,10,26605.88,59.0,Masculino,5,5,0,Transtornos de outros orgaos digestivos em doencas classificadas em outra parte
P703,10,18805.62,1.0,Feminino,4,6,0,Transtornos transitorios do metabolismo dos carboidratos especificos do feto e do recem-nascido
Z933,10,13081.0,38.2,Masculino,9,1,0,Orificios artificiais
O308,10,8629.02,25.8,Feminino,0,10,0,Gestacao multipla
A370,10,23559.43,10.1,Masculino,5,5,0,Coqueluche
Q229,10,251661.57,10.1,Masculino,5,5,0,Malformacoes congenitas das valvas pulmonar e tricuspide
P709,10,45212.0,0.5,Masculino,6,4,0,Transtornos transitorios do metabolismo dos carboidratos especificos do feto e do recem-nascido
D809,10,1092.8,9.6,Masculino,8,2,0,Imunodeficiencia com predominancia de defeitos de anticorpos
P019,10,19815.02,0.0,Feminino,4,6,0,Feto e recem-nascido afetados por complicacoes maternas da gravidez
G718,10,7259.62,61.1,Masculino,7,3,0,Transtornos primarios dos musculos
K770,10,6749.28,43.4,Masculino,7,3,0,Transtornos do figado em doencas classificadas em outra parte
Q300,10,3769.2200000000003,8.0,Masculino,5,5,0,Malformacao congenita do nariz
D351,10,10732.67,59.4,Feminino,2,8,0,Neoplasia benigna de outras glandulas endocrinas e das nao especificadas
C002,10,5163.1900000000005,68.0,Masculino,7,3,0,Neoplasia maligna do labio
Q070,10,31435.39,18.6,Masculino,5,5,0,Outras malformacoes congenitas do sistema nervoso
J983,10,11382.740000000002,62.3,Feminino,4,6,0,Outros transtornos respiratorios
Q221,10,54998.75,5.0,Masculino,6,4,0,Malformacoes congenitas das valvas pulmonar e tricuspide
S689,10,14034.61,41.6,Masculino,9,1,0,Amputacao traumatica ao nivel do punho e da mao
O053,10,2223.36,30.9,Feminino,0,10,0,Outros tipos de aborto
S276,10,23028.8,55.5,Masculino,7,3,0,Traumatismo de outros orgaos intratoracicos e dos nao especificados
T875,10,2599.21,56.9,Masculino,6,4,0,Complicacoes proprias de reimplante e amputacao
B368,10,6194.68,48.1,Feminino,4,6,0,Outras micoses superficiais
K700,10,10676.5,57.7,Masculino,7,3,0,Doenca alcoolica do figado
K314,10,10042.26,43.4,Masculino,5,5,0,Outras doencas do estomago e do duodeno
A08 ,10,3329.79,18.7,Masculino,5,5,0,"Infeccoes intestinais virais, outras e as nao especificadas"
K312,10,22221.9,59.3,Feminino,4,6,0,Outras doencas do estomago e do duodeno
M173,10,27038.67,45.0,Masculino,6,4,0,Gonartrose [artrose do joelho]
